ID,Comunidad Autónoma,Año,Todas las causas,Enfermedades infecciosas y parasitarias,Tumores,Enfermedades de la sangre,Enfermedades endocrinas,Trastornos mentales y del comportamiento,Enfermedades del sistema nervioso,Enfermedades del sistema circulatorio,Enfermedades del sistema respiratorio,Enfermedades del sistema digestivo,Enfermedades de la piel,Enfermedades del sistema osteomuscular,Enfermedades del sistema genitourinario,"Embarazo, parto y puerperio",Afecciones periodo perinatal,Anomalías congénitas y cromosómicas,Síntomas no clasificados,Causas externas,Población,Renta
5,Canarias,2004,12517.0,286.0,3450.0,70.0,702.0,324.0,385.0,4029.0,1024.0,678.0,49.0,124.0,219.0,2.0,69.0,61.0,359.0,686.0,1826000,18737
6,Cantabria,2004,5214.0,112.0,1492.0,19.0,150.0,203.0,152.0,1611.0,613.0,235.0,32.0,36.0,131.0,0.0,10.0,10.0,214.0,194.0,551000,18720
7,Castilla y León,2004,26341.0,494.0,7397.0,135.0,863.0,715.0,1016.0,8536.0,2886.0,1237.0,97.0,354.0,606.0,1.0,31.0,53.0,709.0,1211.0,2475000,18400
8,Castilla La Mancha,2004,17443.0,312.0,4430.0,61.0,665.0,516.0,668.0,5651.0,2018.0,921.0,42.0,243.0,430.0,0.0,34.0,32.0,688.0,732.0,1849000,15979
9,Cataluña,2004,57716.0,1114.0,16182.0,245.0,1929.0,3005.0,2541.0,17766.0,5541.0,3060.0,104.0,574.0,1421.0,3.0,142.0,117.0,1396.0,2576.0,6782000,23938
10,Valencia,2004,38379.0,816.0,10026.0,133.0,1362.0,1143.0,1723.0,13702.0,3654.0,1982.0,104.0,348.0,923.0,1.0,85.0,80.0,700.0,1597.0,4496000,18607
11,Extremadura,2004,10421.0,173.0,2769.0,36.0,368.0,239.0,324.0,3572.0,1127.0,494.0,27.0,136.0,210.0,0.0,22.0,26.0,494.0,404.0,1066000,13159
12,Galicia,2004,28540.0,537.0,7848.0,66.0,668.0,816.0,894.0,9982.0,3383.0,1272.0,96.0,196.0,506.0,1.0,32.0,46.0,779.0,1418.0,2714000,16327
13,Madrid,2004,40293.0,837.0,11436.0,124.0,888.0,1050.0,1493.0,12136.0,5297.0,2183.0,117.0,280.0,1016.0,4.0,135.0,131.0,1451.0,1715.0,5808000,26439
14,Murcia,2004,9595.0,163.0,2485.0,12.0,303.0,222.0,302.0,3267.0,1118.0,517.0,19.0,72.0,297.0,0.0,47.0,39.0,185.0,547.0,1291000,16853
15,Navarra,2004,5003.0,92.0,1378.0,16.0,153.0,149.0,231.0,1541.0,603.0,262.0,22.0,44.0,108.0,0.0,14.0,12.0,107.0,271.0,579000,24891
16,Euskadi,2004,18679.0,407.0,5482.0,89.0,554.0,783.0,859.0,5772.0,1789.0,1014.0,35.0,164.0,372.0,0.0,38.0,54.0,521.0,746.0,2107000,24540
17,La Rioja,2004,2666.0,27.0,763.0,18.0,86.0,71.0,131.0,898.0,258.0,135.0,7.0,21.0,51.0,0.0,7.0,7.0,32.0,154.0,294000,21615
18,Ceuta,2004,491.0,20.0,110.0,4.0,28.0,15.0,17.0,157.0,55.0,26.0,0.0,1.0,14.0,0.0,4.0,2.0,14.0,24.0,71000,17478
19,Melilla,2004,455.0,19.0,102.0,1.0,35.0,11.0,23.0,138.0,33.0,26.0,3.0,4.0,13.0,0.0,0.0,0.0,31.0,16.0,64000,17479
0,NACIONAL,2003,384828.0,7302.0,99826.0,1244.0,12147.0,13072.0,14813.0,129783.0,43803.0,19576.0,1020.0,3558.0,9040.0,20.0,887.0,1029.0,11011.0,16697.0,42196000,19013
1,Andalucía,2003,64843.0,1213.0,15525.0,152.0,2186.0,1430.0,1998.0,24485.0,6926.0,3638.0,149.0,549.0,1554.0,8.0,211.0,229.0,1691.0,2899.0,7544000,14537
2,Aragón,2003,13694.0,208.0,3484.0,46.0,412.0,514.0,588.0,4461.0,1561.0,729.0,42.0,202.0,374.0,0.0,23.0,29.0,524.0,497.0,1231000,20282
3,Asturias,2003,12752.0,208.0,3402.0,32.0,369.0,574.0,491.0,4399.0,1437.0,598.0,33.0,107.0,265.0,2.0,27.0,33.0,251.0,524.0,1062000,16201
4,Baleares,2003,7355.0,120.0,1890.0,20.0,235.0,272.0,301.0,2615.0,742.0,369.0,24.0,81.0,173.0,0.0,23.0,19.0,190.0,281.0,898000,22029
5,Canarias,2003,12341.0,297.0,3264.0,40.0,644.0,368.0,418.0,4229.0,1001.0,643.0,45.0,120.0,275.0,1.0,49.0,61.0,305.0,581.0,1779000,18206
6,Cantabria,2003,5399.0,100.0,1446.0,19.0,141.0,187.0,199.0,1737.0,670.0,250.0,27.0,39.0,122.0,0.0,7.0,6.0,255.0,194.0,544000,17780
7,Castilla y León,2003,27004.0,495.0,7512.0,118.0,899.0,784.0,990.0,8814.0,3082.0,1270.0,90.0,317.0,650.0,0.0,30.0,57.0,817.0,1079.0,2467000,17363
8,Castilla La Mancha,2003,17832.0,334.0,4300.0,62.0,657.0,506.0,628.0,6066.0,2209.0,835.0,52.0,245.0,402.0,0.0,25.0,28.0,744.0,739.0,1815000,15195
9,Cataluña,2003,60719.0,1225.0,15938.0,257.0,1981.0,3515.0,2995.0,18883.0,6347.0,2970.0,115.0,608.0,1406.0,3.0,129.0,124.0,1510.0,2713.0,6639000,22818
10,Valencia,2003,40121.0,775.0,10053.0,132.0,1324.0,1353.0,1768.0,14347.0,4215.0,2045.0,104.0,334.0,967.0,2.0,80.0,102.0,884.0,1636.0,4381000,17832
11,Extremadura,2003,11227.0,200.0,2931.0,31.0,385.0,241.0,324.0,3908.0,1310.0,571.0,26.0,138.0,257.0,1.0,22.0,20.0,470.0,392.0,1062000,12351
12,Galicia,2003,29805.0,508.0,7910.0,67.0,725.0,848.0,875.0,10434.0,3923.0,1288.0,124.0,239.0,540.0,0.0,39.0,61.0,829.0,1395.0,2707000,15215
13,Madrid,2003,41429.0,863.0,11673.0,119.0,959.0,1166.0,1488.0,12289.0,5907.0,2294.0,99.0,277.0,1109.0,1.0,124.0,131.0,1455.0,1475.0,5708000,25053
14,Murcia,2003,9704.0,162.0,2364.0,28.0,335.0,276.0,368.0,3298.0,1183.0,483.0,20.0,80.0,322.0,1.0,34.0,55.0,184.0,511.0,1260000,16071
15,Navarra,2003,5247.0,91.0,1382.0,11.0,177.0,150.0,241.0,1691.0,667.0,252.0,20.0,49.0,117.0,0.0,8.0,13.0,120.0,258.0,572000,23633
16,Euskadi,2003,19306.0,385.0,5549.0,88.0,559.0,783.0,927.0,5896.0,2065.0,1040.0,30.0,145.0,406.0,0.0,34.0,39.0,556.0,804.0,2097000,23165
17,La Rioja,2003,2728.0,41.0,741.0,6.0,87.0,84.0,146.0,898.0,304.0,138.0,12.0,18.0,65.0,0.0,8.0,5.0,46.0,129.0,287000,20851
18,Ceuta,2003,495.0,19.0,118.0,3.0,20.0,4.0,19.0,175.0,56.0,30.0,1.0,0.0,12.0,1.0,4.0,3.0,16.0,14.0,71000,16629
19,Melilla,2003,454.0,9.0,121.0,4.0,26.0,2.0,20.0,151.0,39.0,20.0,3.0,4.0,7.0,0.0,4.0,2.0,28.0,14.0,65000,16310
0,NACIONAL,2002,368618.0,6736.0,97784.0,1256.0,11593.0,11682.0,12512.0,125797.0,41427.0,18947.0,1012.0,3497.0,8359.0,14.0,915.0,987.0,10169.0,15931.0,41423000,18095
1,Andalucía,2002,61742.0,1120.0,15523.0,207.0,2156.0,1306.0,1753.0,23034.0,6469.0,3440.0,175.0,523.0,1420.0,6.0,215.0,228.0,1587.0,2580.0,7437000,13574
2,Aragón,2002,12985.0,163.0,3366.0,40.0,411.0,469.0,459.0,4339.0,1424.0,733.0,50.0,189.0,328.0,0.0,23.0,31.0,464.0,496.0,1217000,19193
3,Asturias,2002,12424.0,191.0,3245.0,40.0,394.0,512.0,475.0,4313.0,1471.0,602.0,37.0,122.0,224.0,0.0,16.0,30.0,277.0,475.0,1062000,15346
4,Baleares,2002,7114.0,123.0,1858.0,19.0,188.0,212.0,259.0,2536.0,737.0,375.0,17.0,81.0,185.0,1.0,21.0,14.0,181.0,307.0,866000,21793
5,Canarias,2002,11863.0,280.0,3136.0,49.0,586.0,326.0,338.0,4121.0,1134.0,620.0,46.0,119.0,220.0,1.0,39.0,44.0,256.0,548.0,1730000,17491
6,Cantabria,2002,5278.0,98.0,1503.0,8.0,123.0,161.0,136.0,1783.0,631.0,250.0,24.0,32.0,130.0,0.0,9.0,6.0,196.0,188.0,538000,17076
7,Castilla y León,2002,26349.0,452.0,7345.0,129.0,882.0,693.0,847.0,8717.0,2972.0,1322.0,80.0,343.0,632.0,0.0,41.0,57.0,729.0,1108.0,2458000,16419
8,Castilla La Mancha,2002,17577.0,324.0,4329.0,46.0,649.0,549.0,620.0,5960.0,2078.0,888.0,49.0,243.0,385.0,0.0,35.0,39.0,725.0,658.0,1777000,14300
9,Cataluña,2002,57862.0,1133.0,15688.0,231.0,1740.0,3000.0,2505.0,18539.0,5892.0,2889.0,98.0,592.0,1314.0,3.0,132.0,137.0,1298.0,2671.0,6470000,21877
10,Valencia,2002,38023.0,657.0,9641.0,124.0,1325.0,1128.0,1343.0,13454.0,4380.0,1984.0,127.0,343.0,926.0,1.0,96.0,71.0,876.0,1547.0,4254000,17229
11,Extremadura,2002,10549.0,172.0,2748.0,40.0,403.0,193.0,304.0,3726.0,1209.0,526.0,26.0,122.0,246.0,0.0,16.0,23.0,454.0,341.0,1058000,11592
12,Galicia,2002,28353.0,483.0,7634.0,52.0,675.0,875.0,759.0,10096.0,3631.0,1227.0,93.0,221.0,495.0,0.0,46.0,45.0,758.0,1263.0,2699000,14256
13,Madrid,2002,39281.0,782.0,11235.0,138.0,901.0,1065.0,1252.0,12106.0,5181.0,2149.0,113.0,253.0,1043.0,2.0,105.0,131.0,1381.0,1444.0,5561000,24023
14,Murcia,2002,9441.0,155.0,2461.0,25.0,318.0,267.0,277.0,3206.0,1125.0,468.0,23.0,70.0,275.0,0.0,41.0,59.0,186.0,485.0,1224000,15223
15,Navarra,2002,4989.0,87.0,1418.0,13.0,138.0,121.0,216.0,1624.0,558.0,255.0,14.0,54.0,103.0,0.0,11.0,8.0,129.0,240.0,562000,22611
16,Euskadi,2002,18627.0,398.0,5471.0,73.0,527.0,698.0,807.0,5896.0,1944.0,951.0,29.0,136.0,339.0,0.0,32.0,38.0,480.0,808.0,2087000,22051
17,La Rioja,2002,2634.0,33.0,705.0,10.0,91.0,67.0,109.0,924.0,305.0,118.0,5.0,29.0,50.0,0.0,9.0,4.0,30.0,145.0,281000,19705
18,Ceuta,2002,509.0,17.0,128.0,1.0,23.0,12.0,21.0,175.0,53.0,19.0,1.0,5.0,7.0,0.0,7.0,4.0,16.0,20.0,70000,15636
19,Melilla,2002,446.0,17.0,97.0,1.0,28.0,9.0,16.0,157.0,40.0,16.0,3.0,8.0,15.0,0.0,4.0,6.0,18.0,11.0,65000,15172
0,NACIONAL,2001,360131.0,6557.0,97714.0,1118.0,11223.0,11346.0,11677.0,124389.0,37362.0,18407.0,983.0,3352.0,8278.0,17.0,894.0,955.0,9860.0,15999.0,40766000,17196
1,Andalucía,2001,59959.0,1210.0,15295.0,172.0,2052.0,1161.0,1741.0,22542.0,5901.0,3179.0,192.0,517.0,1405.0,10.0,201.0,202.0,1576.0,2603.0,7341000,12764
2,Aragón,2001,12741.0,166.0,3459.0,43.0,360.0,423.0,468.0,4316.0,1273.0,659.0,30.0,189.0,339.0,0.0,26.0,21.0,478.0,491.0,1203000,17934
3,Asturias,2001,11926.0,179.0,3352.0,35.0,394.0,531.0,401.0,4169.0,1159.0,634.0,25.0,102.0,202.0,0.0,25.0,17.0,220.0,481.0,1063000,14487
4,Baleares,2001,7020.0,121.0,1873.0,20.0,212.0,223.0,251.0,2397.0,694.0,366.0,18.0,72.0,200.0,0.0,36.0,10.0,194.0,333.0,836000,21353
5,Canarias,2001,11928.0,279.0,3072.0,42.0,583.0,298.0,280.0,4205.0,1170.0,614.0,60.0,91.0,242.0,2.0,48.0,62.0,321.0,559.0,1687000,16804
6,Cantabria,2001,5077.0,130.0,1483.0,11.0,118.0,212.0,146.0,1574.0,604.0,234.0,16.0,27.0,104.0,0.0,3.0,5.0,240.0,170.0,534000,16123
7,Castilla y León,2001,25355.0,424.0,7133.0,114.0,826.0,725.0,797.0,8585.0,2584.0,1271.0,79.0,337.0,643.0,2.0,28.0,53.0,684.0,1070.0,2459000,15466
8,Castilla La Mancha,2001,17255.0,289.0,4204.0,59.0,626.0,530.0,586.0,6133.0,1887.0,847.0,40.0,214.0,417.0,0.0,34.0,52.0,713.0,624.0,1756000,13459
9,Cataluña,2001,56437.0,1035.0,15831.0,182.0,1701.0,2887.0,2289.0,18167.0,5311.0,2819.0,120.0,621.0,1221.0,1.0,126.0,123.0,1177.0,2826.0,6330000,20953
10,Valencia,2001,37259.0,610.0,9793.0,100.0,1283.0,1136.0,1297.0,13640.0,3778.0,1958.0,116.0,300.0,917.0,2.0,90.0,96.0,674.0,1469.0,4150000,16504
11,Extremadura,2001,10338.0,185.0,2759.0,24.0,364.0,112.0,251.0,3587.0,1277.0,525.0,23.0,119.0,253.0,0.0,23.0,25.0,455.0,356.0,1058000,10881
12,Galicia,2001,28300.0,413.0,7806.0,55.0,701.0,830.0,698.0,10380.0,3298.0,1219.0,86.0,191.0,499.0,0.0,35.0,43.0,757.0,1289.0,2696000,13373
13,Madrid,2001,38558.0,768.0,11364.0,130.0,855.0,1113.0,1196.0,11820.0,4805.0,2138.0,98.0,275.0,1024.0,0.0,104.0,140.0,1308.0,1420.0,5405000,23049
14,Murcia,2001,9145.0,163.0,2321.0,23.0,343.0,259.0,236.0,3214.0,998.0,448.0,22.0,70.0,278.0,0.0,45.0,42.0,183.0,500.0,1191000,14383
15,Navarra,2001,4813.0,73.0,1398.0,13.0,135.0,110.0,206.0,1607.0,488.0,227.0,22.0,49.0,86.0,0.0,8.0,9.0,141.0,241.0,554000,21506
16,Euskadi,2001,18087.0,381.0,5498.0,78.0,506.0,684.0,725.0,5759.0,1616.0,977.0,25.0,147.0,346.0,0.0,35.0,39.0,507.0,764.0,2082000,20934
17,La Rioja,2001,2526.0,51.0,651.0,9.0,87.0,67.0,71.0,889.0,268.0,122.0,10.0,16.0,62.0,0.0,9.0,3.0,64.0,147.0,276000,18985
18,Ceuta,2001,457.0,18.0,108.0,0.0,23.0,17.0,9.0,172.0,41.0,15.0,1.0,4.0,10.0,0.0,3.0,1.0,13.0,22.0,71000,14736
19,Melilla,2001,399.0,11.0,96.0,2.0,22.0,12.0,6.0,144.0,27.0,24.0,0.0,5.0,10.0,0.0,6.0,3.0,19.0,12.0,66000,14414
0,NACIONAL,2000,360391.0,6284.0,95072.0,1210.0,10892.0,11149.0,10476.0,125723.0,40983.0,18419.0,944.0,3158.0,7918.0,14.0,859.0,1112.0,9637.0,16541.0,40554000,15975
1,Andalucía,2000,60366.0,1216.0,14718.0,206.0,2024.0,1189.0,1517.0,23131.0,6386.0,3287.0,183.0,494.0,1363.0,2.0,202.0,243.0,1584.0,2621.0,7301000,11856
2,Aragón,2000,12576.0,205.0,3315.0,42.0,383.0,446.0,466.0,4197.0,1461.0,616.0,26.0,184.0,287.0,0.0,30.0,30.0,405.0,483.0,1200000,16716
3,Asturias,2000,12393.0,196.0,3328.0,38.0,409.0,553.0,340.0,4294.0,1473.0,564.0,26.0,118.0,214.0,2.0,16.0,28.0,251.0,543.0,1066000,13418
4,Baleares,2000,7310.0,123.0,1803.0,22.0,212.0,256.0,227.0,2611.0,788.0,397.0,21.0,53.0,182.0,0.0,27.0,22.0,217.0,349.0,823000,20094
5,Canarias,2000,12030.0,196.0,3063.0,45.0,541.0,323.0,309.0,4207.0,1233.0,610.0,40.0,98.0,263.0,2.0,56.0,78.0,314.0,652.0,1667000,15622
6,Cantabria,2000,5335.0,97.0,1433.0,25.0,146.0,199.0,148.0,1700.0,727.0,241.0,11.0,42.0,115.0,1.0,3.0,11.0,239.0,197.0,533000,14934
7,Castilla y León,2000,25676.0,432.0,7094.0,109.0,787.0,693.0,732.0,8796.0,3008.0,1205.0,62.0,316.0,623.0,1.0,33.0,64.0,636.0,1085.0,2467000,14474
8,Castilla La Mancha,2000,16752.0,234.0,3992.0,57.0,610.0,492.0,453.0,6046.0,1901.0,820.0,44.0,215.0,388.0,1.0,28.0,53.0,759.0,659.0,1746000,12448
9,Cataluña,2000,55928.0,871.0,15195.0,198.0,1619.0,2658.0,1969.0,18322.0,6070.0,2906.0,101.0,489.0,1216.0,1.0,123.0,148.0,1282.0,2760.0,6297000,19442
10,Valencia,2000,36563.0,671.0,9499.0,127.0,1195.0,1175.0,1151.0,13453.0,3844.0,1828.0,124.0,315.0,859.0,1.0,72.0,102.0,585.0,1562.0,4118000,15230
11,Extremadura,2000,10361.0,172.0,2661.0,35.0,339.0,94.0,201.0,3806.0,1395.0,517.0,34.0,96.0,224.0,0.0,22.0,23.0,379.0,363.0,1059000,10149
12,Galicia,2000,28858.0,428.0,7635.0,67.0,696.0,859.0,639.0,10397.0,3805.0,1298.0,105.0,185.0,492.0,0.0,33.0,60.0,776.0,1383.0,2699000,12399
13,Madrid,2000,37838.0,757.0,11218.0,117.0,837.0,1145.0,1144.0,11617.0,4662.0,2186.0,94.0,253.0,974.0,2.0,109.0,125.0,1110.0,1488.0,5353000,21380
14,Murcia,2000,9204.0,150.0,2220.0,29.0,314.0,240.0,196.0,3343.0,1077.0,480.0,19.0,65.0,257.0,0.0,39.0,66.0,207.0,502.0,1176000,13364
15,Navarra,2000,4935.0,73.0,1360.0,18.0,130.0,137.0,193.0,1627.0,635.0,229.0,20.0,47.0,80.0,1.0,15.0,9.0,131.0,230.0,550000,20322
16,Euskadi,2000,18243.0,353.0,5380.0,55.0,517.0,594.0,653.0,5903.0,1961.0,956.0,20.0,164.0,292.0,0.0,33.0,31.0,502.0,829.0,2083000,19580
17,La Rioja,2000,2544.0,32.0,699.0,9.0,67.0,44.0,92.0,881.0,293.0,118.0,7.0,12.0,39.0,0.0,5.0,5.0,118.0,123.0,274000,17854
18,Ceuta,2000,451.0,13.0,109.0,2.0,26.0,19.0,14.0,138.0,59.0,23.0,1.0,3.0,12.0,0.0,3.0,4.0,10.0,15.0,71000,14334
19,Melilla,2000,425.0,10.0,114.0,1.0,14.0,19.0,7.0,141.0,34.0,27.0,3.0,3.0,16.0,0.0,4.0,2.0,14.0,16.0,65000,14122
